Accuracy,Precision,Recall,F1-Score,ROC-AUC,Model
0.8055358410220014,0.6572327044025157,0.5588235294117647,0.6040462427745664,0.841287555865561,Logistic Regression
0.7508871540099361,0.5273159144893111,0.5935828877005348,0.5584905660377358,0.7870521067452013,Decision Tree
0.8062455642299503,0.6688963210702341,0.5347593582887701,0.5943536404160475,0.8420677361853833,Random Forest
0.7977288857345636,0.6539792387543253,0.5053475935828877,0.5701357466063348,0.8415045596631274,Gradient Boosting
