Learning Rate,Final Loss,Accuracy,Precision,Recall,F1-Score,Iterations
0.001,0.537723020559238,0.7345635202271115,0.0,0.0,0.0,1000
0.01,0.4347741841461081,0.7977288857345636,0.6654275092936803,0.4786096256684492,0.5567651632970451,1000
0.05,0.4186558528387858,0.7920511000709723,0.6327868852459017,0.516042780748663,0.5684830633284241,1000
0.1,0.4157404440787793,0.8019872249822569,0.6547231270358306,0.5374331550802139,0.5903083700440529,1000
